DeviceID 42
"Date and Time	Sequence number	FM Radio	TV	Mobile 800 MHz Downlink	Mobile 800 MHz Uplink	Mobile 900 MHz Uplink	Mobile 900 MHz Downlink	Mobile 1.8 GHz Uplink	Mobile 1.8 GHz Downlink	DECT	Mobile 2.1 GHz Uplink	Mobile 2.1 GHz Downlink	ISM 2.4 GHz	Mobile 2.6 GHz Uplink	Mobile 2.6 GHz Downlink	Mobile 3.5 GHz	WiFi 5 GHz	Total	Overload	GPS Fix	GPS Lat	GPS Lon	GPS Altitude	GPS HDOP	GPS# Satellites	GPS Speed	Marker	Battery charge	USB cable"
"06/30/2017 09:26:11	 277	0.0359	0.0078	0.0333	0.0032	0.0048	0.0506	0.0113	0.1705	0.0242	0.0041	0.0699	0.0137	0.0052	0.0015	0.0014	0.0000	0.1999	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:15	 278	0.0352	0.0078	0.0411	0.0074	0.0052	0.0688	0.0198	0.1679	0.0174	0.0021	0.0911	0.0075	0.0014	0.0014	0.0014	0.0000	0.2123	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:19	 279	0.0334	0.0078	0.0467	0.0034	0.0036	0.0475	0.0145	0.1194	0.0196	0.0029	0.0916	0.0083	0.0014	0.0013	0.0014	0.0000	0.1701	 	1	4732.8799N	00735.3731E	292.3	1.02 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:23	 280	0.0361	0.0081	0.0667	0.0063	0.0110	0.0497	0.0230	0.1491	0.0310	0.0042	0.1150	0.0083	0.0014	0.0013	0.0014	0.0000	0.2133	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:27	 281	0.0344	0.0077	0.0556	0.0059	0.0026	0.0465	0.0133	0.1286	0.0229	0.0023	0.1113	0.0068	0.0014	0.0013	0.0014	0.0000	0.1904	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:31	 282	0.0342	0.0073	0.0497	0.0061	0.0034	0.0607	0.0141	0.1554	0.0168	0.0062	0.0840	0.0138	0.0014	0.0013	0.0014	0.0000	0.1984	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:35	 283	0.0411	0.0083	0.0437	0.0055	0.0016	0.0600	0.0263	0.2045	0.0395	0.0022	0.1313	0.0081	0.0014	0.0013	0.0014	0.0000	0.2621	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:39	 284	0.0364	0.0078	0.0328	0.0031	0.0050	0.0452	0.0081	0.1033	0.0151	0.0043	0.0933	0.0088	0.0014	0.0013	0.0014	0.0000	0.1559	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:43	 285	0.0373	0.0074	0.0491	0.0099	0.0021	0.0522	0.0165	0.1515	0.0357	0.0055	0.0904	0.0128	0.0014	0.0015	0.0014	0.0000	0.1989	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:47	 286	0.0378	0.0077	0.0543	0.0054	0.0026	0.0812	0.0184	0.1717	0.0176	0.0031	0.0860	0.0164	0.0014	0.0014	0.0014	0.0000	0.2211	 	1	4732.8799N	00735.3731E	292.3	1.02 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:51	 287	0.0441	0.0077	0.0625	0.0038	0.0022	0.0608	0.0202	0.1430	0.0180	0.0110	0.0851	0.0098	0.0014	0.0013	0.0014	0.0000	0.1957	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:55	 288	0.0452	0.0078	0.0443	0.0145	0.0041	0.0926	0.0245	0.1705	0.0221	0.0056	0.0970	0.0120	0.0014	0.0013	0.0014	0.0000	0.2293	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:26:59	 289	0.0289	0.0096	0.0593	0.0044	0.0023	0.0669	0.0302	0.1832	0.0284	0.0046	0.0842	0.0096	0.0014	0.0014	0.0014	0.0213	0.2278	 	1	4732.8799N	00735.3731E	292.3	1.09 	8 	0.00 	 	94%	no"
"06/30/2017 09:27:03	 290	0.0308	0.0091	0.0625	0.0054	0.0018	0.0500	0.0090	0.2292	0.0227	0.0058	0.1403	0.0091	0.0014	0.0014	0.0014	0.0254	0.2847	 	1	4732.8799N	00735.3731E	292.3	1.01 	8 	0.12 	 	94%	no"
"06/30/2017 09:27:07	 291	0.0280	0.0097	0.0400	0.0047	0.0036	0.0452	0.0154	0.1571	0.0168	0.0069	0.0804	0.0102	0.0014	0.0013	0.0014	0.0000	0.1908	 	1	4732.8800N	00735.3733E	292.3	1.01 	8 	0.16 	 	94%	no"
"06/30/2017 09:27:11	 292	0.0478	0.0079	0.0457	0.0078	0.0027	0.0516	0.0111	0.1632	0.0205	0.0077	0.0916	0.0127	0.0014	0.0013	0.0014	0.0000	0.2073	 	1	4732.8802N	00735.3732E	292.3	1.01 	8 	0.39 	 	94%	no"
"06/30/2017 09:27:15	 293	0.0298	0.0071	0.0529	0.0030	0.0027	0.0532	0.0117	0.1892	0.0228	0.0054	0.1074	0.0089	0.0014	0.0013	0.0014	0.0000	0.2339	 	1	4732.8804N	00735.3732E	292.2	1.01 	8 	0.45 	 	94%	no"
"06/30/2017 09:27:19	 294	0.0295	0.0085	0.0449	0.0033	0.0032	0.0614	0.0121	0.1111	0.0155	0.0033	0.0928	0.0129	0.0014	0.0013	0.0014	0.0000	0.1682	 	1	4732.8806N	00735.3730E	292.2	1.01 	8 	0.21 	 	94%	no"
"06/30/2017 09:27:23	 295	0.0300	0.0084	0.0446	0.0042	0.0022	0.0358	0.0084	0.1628	0.0165	0.0042	0.0863	0.0154	0.0013	0.0013	0.0014	0.0000	0.1970	 	1	4732.8808N	00735.3732E	292.2	1.01 	8 	0.28 	 	94%	no"
"06/30/2017 09:27:27	 296	0.0312	0.0087	0.0707	0.0042	0.0054	0.0345	0.0104	0.1174	0.0251	0.0116	0.1179	0.0084	0.0014	0.0013	0.0014	0.0000	0.1895	 	1	4732.8810N	00735.3731E	292.1	1.01 	8 	0.22 	 	94%	no"
"06/30/2017 09:27:31	 297	0.0295	0.0074	0.0554	0.0048	0.0045	0.0330	0.0082	0.2122	0.0258	0.0043	0.0808	0.0090	0.0014	0.0014	0.0014	0.0000	0.2398	 	1	4732.8809N	00735.3728E	292.1	1.01 	8 	0.09 	 	94%	no"
"06/30/2017 09:27:35	 298	0.0317	0.0063	0.0421	0.0053	0.0025	0.0349	0.0106	0.2441	0.0346	0.0094	0.0851	0.0088	0.0014	0.0014	0.0014	0.0000	0.2691	 	1	4732.8811N	00735.3731E	292.1	1.08 	8 	0.33 	 	94%	no"
"06/30/2017 09:27:39	 299	0.0305	0.0157	0.0432	0.0052	0.0032	0.0392	0.0090	0.1947	0.0318	0.0111	0.1011	0.0160	0.0015	0.0014	0.0014	0.0202	0.2338	 	1	4732.8813N	00735.3731E	292.1	1.01 	8 	0.33 	 	94%	no"
"06/30/2017 09:27:43	 300	0.0295	0.0145	0.0400	0.0058	0.0023	0.0338	0.0119	0.2203	0.0332	0.0109	0.0727	0.0103	0.0014	0.0013	0.0014	0.0000	0.2432	 	1	4732.8815N	00735.3730E	292.1	1.01 	8 	0.46 	 	94%	no"
"06/30/2017 09:27:47	 301	0.0298	0.0071	0.0417	0.0033	0.0018	0.0452	0.0078	0.2475	0.0367	0.0067	0.0851	0.0092	0.0014	0.0014	0.0014	0.0241	0.2746	 	1	4732.8817N	00735.3730E	292.1	1.01 	8 	0.29 	 	94%	no"
"06/30/2017 09:27:51	 302	0.0331	0.0362	0.0452	0.0067	0.0060	0.0429	0.0105	0.2130	0.0365	0.0154	0.0719	0.0083	0.0014	0.0013	0.0014	0.0225	0.2433	 	1	4732.8818N	00735.3731E	292.1	1.01 	8 	0.27 	 	94%	no"
"06/30/2017 09:27:55	 303	0.0314	0.0074	0.0425	0.0071	0.0067	0.0420	0.0105	0.2556	0.0338	0.0095	0.0861	0.0114	0.0014	0.0013	0.0014	0.0210	0.2817	 	1	4732.8820N	00735.3729E	292.1	1.01 	8 	0.43 	 	94%	no"
"06/30/2017 09:27:59	 304	0.0312	0.0068	0.0492	0.0098	0.0021	0.0331	0.0098	0.2152	0.0374	0.0068	0.0679	0.0111	0.0014	0.0013	0.0014	0.0212	0.2401	 	1	4732.8823N	00735.3727E	292.1	1.01 	8 	0.44 	 	94%	no"
"06/30/2017 09:28:03	 305	0.0283	0.0197	0.0588	0.0056	0.0017	0.0549	0.0109	0.2032	0.0345	0.0037	0.1145	0.0080	0.0015	0.0014	0.0014	0.0000	0.2520	 	1	4732.8826N	00735.3724E	292.1	1.01 	8 	0.30 	 	94%	no"
"06/30/2017 09:28:07	 306	0.0269	0.0064	0.0554	0.0041	0.0017	0.0387	0.0201	0.2335	0.0341	0.0051	0.0776	0.0092	0.0014	0.0014	0.0014	0.0000	0.2599	 	1	4732.8825N	00735.3725E	292.0	1.01 	8 	0.16 	 	94%	no"
"06/30/2017 09:28:11	 307	0.0283	0.0069	0.0613	0.0062	0.0033	0.0675	0.0119	0.2207	0.0333	0.0043	0.0766	0.0120	0.0015	0.0015	0.0014	0.0000	0.2554	 	1	4732.8825N	00735.3723E	292.0	1.01 	8 	0.24 	 	94%	no"
"06/30/2017 09:28:15	 308	0.0253	0.0145	0.0554	0.0049	0.0016	0.0608	0.0167	0.2663	0.0376	0.0039	0.0861	0.0182	0.0014	0.0013	0.0014	0.0225	0.2975	 	1	4732.8823N	00735.3722E	292.0	1.01 	8 	0.19 	 	94%	no"
"06/30/2017 09:28:19	 309	0.0298	0.0073	0.0459	0.0067	0.0016	0.0740	0.0244	0.2003	0.0300	0.0051	0.1135	0.0077	0.0015	0.0014	0.0014	0.0000	0.2513	 	1	4732.8823N	00735.3722E	292.0	1.01 	8 	0.44 	 	94%	no"
"06/30/2017 09:28:23	 310	0.0280	0.0065	0.0366	0.0053	0.0016	0.0663	0.0103	0.2377	0.0324	0.0063	0.0996	0.0096	0.0014	0.0014	0.0014	0.0000	0.2727	 	1	4732.8823N	00735.3726E	292.0	1.01 	8 	0.22 	 	94%	no"
"06/30/2017 09:28:27	 311	0.0317	0.0076	0.0401	0.0103	0.0020	0.0620	0.0214	0.1820	0.0320	0.0032	0.0909	0.0098	0.0016	0.0014	0.0014	0.0000	0.2227	 	1	4732.8823N	00735.3728E	292.0	1.01 	8 	0.25 	 	94%	no"
"06/30/2017 09:28:31	 312	0.0292	0.0063	0.0508	0.0047	0.0030	0.0559	0.0146	0.2186	0.0344	0.0038	0.1191	0.0079	0.0015	0.0014	0.0014	0.0202	0.2655	 	1	4732.8823N	00735.3729E	292.0	1.08 	8 	0.36 	 	94%	no"
"06/30/2017 09:28:35	 313	0.0280	0.0066	0.0478	0.0063	0.0039	0.0724	0.0117	0.1811	0.0326	0.0045	0.0904	0.0087	0.0014	0.0014	0.0014	0.0000	0.2251	 	1	4732.8824N	00735.3729E	292.0	1.01 	8 	0.29 	 	94%	no"
"06/30/2017 09:28:39	 314	0.0295	0.0258	0.0560	0.0053	0.0035	0.0523	0.0110	0.1866	0.0335	0.0039	0.1082	0.0096	0.0014	0.0014	0.0014	0.0000	0.2352	 	1	4732.8826N	00735.3728E	291.9	1.01 	8 	0.25 	 	94%	no"
"06/30/2017 09:28:43	 315	0.0254	0.0088	0.0505	0.0032	0.0020	0.0558	0.0129	0.2326	0.0307	0.0113	0.0790	0.0106	0.0016	0.0013	0.0014	0.0000	0.2610	 	1	4732.8827N	00735.3727E	291.9	1.01 	8 	0.38 	 	94%	no"
"06/30/2017 09:28:47	 316	0.0278	0.0065	0.0565	0.0050	0.0017	0.0549	0.0100	0.2424	0.0436	0.0077	0.0879	0.0100	0.0014	0.0014	0.0014	0.0000	0.2752	 	1	4732.8827N	00735.3726E	291.9	1.01 	8 	0.46 	 	94%	no"
"06/30/2017 09:28:51	 317	0.0300	0.0067	0.0459	0.0052	0.0027	0.0569	0.0059	0.3019	0.0400	0.0052	0.1094	0.0103	0.0014	0.0014	0.0014	0.0214	0.3342	 	1	4732.8826N	00735.3726E	291.9	1.01 	8 	0.26 	 	94%	no"
"06/30/2017 09:28:55	 318	0.0287	0.0100	0.0474	0.0063	0.0021	0.0431	0.0063	0.2735	0.0343	0.0056	0.0713	0.0137	0.0014	0.0013	0.0014	0.0000	0.2940	 	1	4732.8826N	00735.3726E	291.9	1.01 	8 	0.29 	 	94%	no"
"06/30/2017 09:28:59	 319	0.0294	0.0060	0.0397	0.0050	0.0021	0.0519	0.0101	0.2032	0.0477	0.0079	0.0818	0.0079	0.0015	0.0013	0.0014	0.0248	0.2373	 	1	4732.8826N	00735.3731E	291.8	1.01 	8 	0.23 	 	94%	no"
"06/30/2017 09:29:03	 320	0.0309	0.0060	0.0327	0.0063	0.0026	0.0643	0.0114	0.2607	0.0457	0.0056	0.0921	0.0075	0.0015	0.0014	0.0014	0.0264	0.2928	 	1	4732.8826N	00735.3732E	291.8	1.08 	8 	0.49 	 	94%	no"
"06/30/2017 09:29:07	 321	0.0297	0.0072	0.0326	0.0033	0.0021	0.0496	0.0114	0.2203	0.0352	0.0070	0.1330	0.0073	0.0014	0.0014	0.0014	0.0000	0.2686	 	1	4732.8827N	00735.3734E	291.8	1.08 	8 	0.15 	 	94%	no"
"06/30/2017 09:29:11	 322	0.0283	0.0070	0.0333	0.0054	0.0021	0.0509	0.0118	0.1841	0.0314	0.0064	0.0965	0.0109	0.0015	0.0014	0.0014	0.0000	0.2215	 	1	4732.8828N	00735.3734E	291.8	1.01 	8 	0.14 	 	94%	no"
"06/30/2017 09:29:15	 323	0.0274	0.0338	0.0411	0.0033	0.0019	0.0697	0.0076	0.1756	0.0333	0.0075	0.1084	0.0095	0.0014	0.0015	0.0014	0.0248	0.2302	 	1	4732.8829N	00735.3734E	291.8	1.01 	8 	0.06 	 	94%	no"
"06/30/2017 09:29:20	 324	0.0281	0.0072	0.0486	0.0029	0.0017	0.0551	0.0090	0.1969	0.0268	0.0037	0.1035	0.0071	0.0014	0.0022	0.0014	0.0000	0.2379	 	1	4732.8829N	00735.3734E	291.8	1.01 	8 	0.30 	 	94%	no"
"06/30/2017 09:29:24	 325	0.0286	0.0071	0.0424	0.0027	0.0016	0.0461	0.0154	0.2139	0.0300	0.0020	0.0836	0.0075	0.0014	0.0014	0.0014	0.0207	0.2432	 	1	4732.8830N	00735.3734E	291.8	1.01 	8 	0.24 	 	94%	no"
"06/30/2017 09:29:28	 326	0.0297	0.0075	0.0477	0.0032	0.0017	0.0568	0.0159	0.2373	0.0298	0.0041	0.0845	0.0131	0.0014	0.0013	0.0014	0.0000	0.2669	 	1	4732.8830N	00735.3734E	291.8	1.08 	8 	0.02 	 	94%	no"
"06/30/2017 09:29:32	 327	0.0278	0.0073	0.0534	0.0082	0.0029	0.0445	0.0095	0.2024	0.0331	0.0084	0.0713	0.0134	0.0014	0.0013	0.0014	0.0000	0.2307	 	1	4732.8830N	00735.3734E	291.8	1.08 	8 	0.01 	 	94%	no"
"06/30/2017 09:29:36	 328	0.0256	0.0065	0.0490	0.0042	0.0047	0.0338	0.0199	0.1824	0.0358	0.0148	0.0531	0.0094	0.0014	0.0013	0.0014	0.0291	0.2078	 	1	4732.8830N	00735.3734E	291.8	1.08 	8 	0.01 	 	94%	no"
"06/30/2017 09:29:40	 329	0.0198	0.0057	0.0281	0.0055	0.0271	0.0233	0.0152	0.1437	0.0204	0.0116	0.0575	0.0153	0.0014	0.0013	0.0014	0.0000	0.1659	 	1	4732.8830N	00735.3735E	291.8	1.08 	8 	0.01 	 	94%	no"
"06/30/2017 09:29:44	 330	0.0221	0.0069	0.0952	0.0042	0.0400	0.0421	0.0160	0.1496	0.0396	0.0110	0.1125	0.0166	0.0015	0.0013	0.0014	0.0228	0.2254	 	1	4732.8831N	00735.3735E	291.8	1.01 	8 	0.40 	 	94%	no"
"06/30/2017 09:29:48	 331	0.0244	0.0064	0.0633	0.0029	0.0429	0.0406	0.0223	0.1403	0.0325	0.0041	0.1072	0.0294	0.0014	0.0013	0.0014	0.0000	0.2043	 	1	4732.8834N	00735.3738E	291.8	1.01 	8 	0.64 	 	94%	no"
"06/30/2017 09:29:52	 332	0.0236	0.0087	0.0270	0.0050	0.0020	0.0241	0.0263	0.2147	0.0250	0.0035	0.0812	0.0209	0.0014	0.0012	0.0014	0.0000	0.2376	 	1	4732.8838N	00735.3742E	291.8	1.01 	8 	0.68 	 	93%	no"
"06/30/2017 09:29:56	 333	0.0222	0.0052	0.0380	0.0040	0.0021	0.0270	0.0068	0.2318	0.0364	0.0055	0.0972	0.0087	0.0014	0.0013	0.0014	0.0359	0.2620	 	1	4732.8841N	00735.3745E	291.7	1.01 	8 	0.70 	 	93%	no"
"06/30/2017 09:30:00	 334	0.0198	0.0060	0.0286	0.0071	0.0029	0.0231	0.0066	0.2335	0.0353	0.0025	0.0773	0.0241	0.0014	0.0013	0.0014	0.0000	0.2534	 	1	4732.8845N	00735.3748E	291.7	1.01 	8 	0.71 	 	93%	no"
"06/30/2017 09:30:04	 335	0.0178	0.0063	0.0267	0.0168	0.0020	0.0196	0.0103	0.1688	0.0254	0.0037	0.0538	0.0075	0.0014	0.0012	0.0014	0.0000	0.1842	 	1	4732.8848N	00735.3751E	291.7	1.01 	8 	0.65 	 	93%	no"
"06/30/2017 09:30:08	 336	0.0200	0.0045	0.0294	0.0122	0.0017	0.0154	0.0044	0.1525	0.0489	0.0045	0.0496	0.0418	0.0014	0.0012	0.0014	0.0246	0.1794	 	1	4732.8852N	00735.3753E	291.6	1.01 	8 	0.67 	 	93%	no"
"06/30/2017 09:30:12	 337	0.0222	0.0040	0.0132	0.0102	0.0018	0.0142	0.0119	0.1408	0.0366	0.0122	0.0430	0.0171	0.0014	0.0012	0.0014	0.0000	0.1568	 	1	4732.8856N	00735.3756E	291.6	1.01 	8 	0.68 	 	93%	no"
"06/30/2017 09:30:16	 338	0.0206	0.0074	0.0108	0.0061	0.0016	0.0131	0.0081	0.1542	0.0345	0.0028	0.0417	0.0223	0.0014	0.0012	0.0014	0.0000	0.1676	 	1	4732.8860N	00735.3758E	291.5	1.01 	8 	0.72 	 	93%	no"
"06/30/2017 09:30:20	 339	0.0220	0.0186	0.0119	0.0051	0.0021	0.0147	0.0150	0.1535	0.0196	0.0062	0.0481	0.0060	0.0013	0.0012	0.0014	0.0000	0.1666	 	1	4732.8864N	00735.3760E	291.5	1.01 	8 	0.75 	 	93%	no"
"06/30/2017 09:30:24	 340	0.0196	0.0044	0.0181	0.0128	0.0016	0.0160	0.0094	0.1452	0.0206	0.0040	0.0486	0.0249	0.0013	0.0012	0.0014	0.0000	0.1605	 	1	4732.8868N	00735.3762E	291.4	1.07 	8 	0.63 	 	93%	no"
"06/30/2017 09:30:28	 341	0.0217	0.0066	0.0319	0.0345	0.0016	0.0181	0.0090	0.1196	0.0237	0.0026	0.0445	0.0070	0.0013	0.0012	0.0014	0.0000	0.1416	 	1	4732.8871N	00735.3763E	291.3	1.01 	8 	0.47 	 	93%	no"
"06/30/2017 09:30:32	 342	0.0173	0.0044	0.0202	0.0046	0.0016	0.0158	0.3509	0.1240	0.0258	0.0023	0.0480	0.0101	0.0014	0.0012	0.0033	0.0000	0.3776	 	1	4732.8874N	00735.3763E	291.3	1.01 	8 	0.43 	 	93%	no"
"06/30/2017 09:30:36	 343	0.0171	0.0079	0.0255	0.0164	0.0016	0.0248	0.0290	0.0948	0.0183	0.0047	0.0542	0.0165	0.0014	0.0012	0.0014	0.0000	0.1237	 	1	4732.8878N	00735.3766E	291.2	1.01 	8 	1.07 	 	93%	no"
"06/30/2017 09:30:40	 344	0.0174	0.0060	0.0616	0.0063	0.0016	0.0965	0.3898	0.1135	0.0126	0.0024	0.1335	0.0215	0.0024	0.0012	0.0036	0.0000	0.4436	 	1	4732.8901N	00735.3797E	291.0	1.01 	8 	1.54 	 	93%	no"
"06/30/2017 09:30:44	 345	0.0205	0.0078	0.1114	0.0104	0.0021	0.3101	0.1682	0.1726	0.0232	0.0014	0.1493	0.0177	0.0015	0.0012	0.0016	0.0471	0.4389	 	1	4732.8925N	00735.3845E	290.7	1.01 	8 	4.17 	 	93%	no"
"06/30/2017 09:30:48	 346	0.0439	0.0089	0.0684	0.0061	0.0030	0.1332	0.0444	0.1871	0.0358	0.0015	0.1286	0.0115	0.0015	0.0012	0.0014	0.0569	0.2875	 	1	4732.8971N	00735.3909E	290.4	1.01 	8 	8.96 	 	93%	no"
"06/30/2017 09:30:52	 347	0.0292	0.0097	0.1722	0.0043	0.0020	0.1436	0.0529	0.1956	0.0265	0.0014	0.1747	0.0160	0.0015	0.0012	0.0029	0.0490	0.3552	 	1	4732.9068N	00735.3985E	289.9	1.07 	8 	13.49	 	93%	no"
"06/30/2017 09:30:56	 348	0.0287	0.0075	0.1773	0.0066	0.0025	0.0892	0.8119	0.1333	0.0152	0.0021	0.1831	0.0126	0.0015	0.0012	0.0061	0.0356	0.8674	 	1	4732.9229N	00735.4114E	289.6	1.07 	8 	15.55	 	93%	no"
"06/30/2017 09:31:00	 349	0.0265	0.0101	0.1228	0.0048	0.0034	0.0897	0.3111	0.1342	0.0181	0.0015	0.0974	0.0085	0.0023	0.0012	0.0016	0.0861	0.3951	 	1	4732.9446N	00735.4265E	291.6	1.01 	8 	17.82	 	93%	no"
"06/30/2017 09:31:04	 350	0.0262	0.0079	0.1371	0.0023	0.0016	0.0710	0.0248	0.1636	0.0206	0.0014	0.0705	0.0094	0.0014	0.0012	0.0014	0.0231	0.2408	 	1	4732.9486N	00735.4148E	291.8	1.01 	8 	13.94	 	93%	no"
"06/30/2017 09:31:08	 351	0.0364	0.0094	0.2085	0.0026	0.0016	0.0821	0.0186	0.1794	0.0225	0.0021	0.1662	0.0361	0.0015	0.0012	0.0014	0.0238	0.3379	 	1	4732.9553N	00735.4052E	292.4	1.01 	8 	14.26	 	93%	no"
"06/30/2017 09:31:12	 352	0.0272	0.0091	0.0571	0.0028	0.0016	0.0324	0.0383	0.1079	0.0174	0.0015	0.0591	0.0328	0.0014	0.0012	0.0014	0.0000	0.1521	 	1	4732.9650N	00735.3959E	293.0	1.07 	8 	15.00	 	93%	no"
"06/30/2017 09:31:16	 353	0.0214	0.0060	0.0534	0.0028	0.0016	0.0688	0.0612	0.1082	0.0187	0.0014	0.0800	0.0055	0.0015	0.0012	0.0014	0.0000	0.1741	 	1	4732.9777N	00735.3843E	292.8	1.07 	8 	17.03	 	93%	no"
"06/30/2017 09:31:20	 354	0.0221	0.0078	0.0395	0.0032	0.0017	0.0703	0.0609	0.1130	0.0226	0.0017	0.1004	0.0056	0.0014	0.0012	0.0014	0.0261	0.1867	 	1	4732.9910N	00735.3894E	292.9	1.01 	8 	21.48	 	93%	no"
"06/30/2017 09:31:24	 355	0.0277	0.0051	0.0227	0.0059	0.0017	0.0139	0.0359	0.1267	0.0082	0.0014	0.0690	0.0073	0.0013	0.0012	0.0014	0.0000	0.1541	 	1	4732.9998N	00735.4035E	292.3	1.01 	8 	23.03	 	93%	no"
"06/30/2017 09:31:28	 356	0.0173	0.0060	0.0216	0.0031	0.0017	0.0117	0.0061	0.1055	0.0145	0.0014	0.1101	0.0056	0.0014	0.0012	0.0014	0.0000	0.1565	 	1	4733.0092N	00735.4197E	292.3	1.01 	8 	26.17	 	93%	no"
"06/30/2017 09:31:32	 357	0.0175	0.0042	0.0337	0.0066	0.0016	0.0148	0.0586	0.0911	0.0141	0.0014	0.0624	0.0047	0.0013	0.0012	0.0014	0.0000	0.1326	 	1	4733.0231N	00735.4347E	292.1	1.01 	8 	26.24	 	93%	no"
"06/30/2017 09:31:36	 358	0.0158	0.0185	0.0163	0.0043	0.0016	0.0071	0.0399	0.0886	0.0145	0.0014	0.0182	0.0047	0.0014	0.0012	0.0014	0.0212	0.1067	 	1	4733.0333N	00735.4498E	291.8	1.01 	8 	20.51	 	93%	no"
"06/30/2017 09:31:40	 359	0.0157	0.0039	0.0222	0.0062	0.0016	0.0070	0.0314	0.1172	0.0111	0.0019	0.0214	0.0053	0.0012	0.0013	0.0014	0.0000	0.1272	 	1	4733.0370N	00735.4592E	291.9	1.01 	8 	10.55	 	93%	no"
"06/30/2017 09:31:44	 360	0.0165	0.0040	0.0222	0.0084	0.0050	0.0076	0.0359	0.0636	0.0119	0.0023	0.0219	0.0070	0.0011	0.0012	0.0014	0.0000	0.0834	 	1	4733.0414N	00735.4629E	292.0	1.07 	8 	5.97 	 	93%	no"
"06/30/2017 09:31:48	 361	0.0165	0.0042	0.0181	0.0071	0.0017	0.0080	0.0392	0.0840	0.0090	0.0019	0.0219	0.0060	0.0014	0.0012	0.0014	0.0357	0.1059	 	1	4733.0434N	00735.4635E	292.6	1.07 	8 	3.45 	 	93%	no"
"06/30/2017 09:31:52	 362	0.0165	0.0040	0.0163	0.0053	0.0033	0.0064	0.2276	0.0855	0.0114	0.0210	0.0219	0.0062	0.0013	0.0013	0.0014	0.0000	0.2467	 	1	4733.0454N	00735.4638E	293.1	1.07 	8 	0.00 	 	93%	no"
"06/30/2017 09:31:56	 363	0.0166	0.0044	0.0208	0.0092	0.0016	0.0069	0.0700	0.1420	0.0186	0.0029	0.0175	0.0079	0.0014	0.0012	0.0014	0.0000	0.1633	 	1	4733.0454N	00735.4638E	293.1	1.07 	8 	0.00 	 	93%	no"
"06/30/2017 09:32:00	 364	0.0157	0.0041	0.0169	0.0038	0.0017	0.0070	0.0355	0.1981	0.0150	0.0067	0.0187	0.0096	0.0014	0.0012	0.0014	0.0305	0.2068	 	1	4733.0454N	00735.4638E	293.1	1.07 	8 	0.00 	 	93%	no"
"06/30/2017 09:32:04	 365	0.0153	0.0040	0.0257	0.0065	0.0016	0.0089	0.0408	0.1167	0.0319	0.0032	0.0185	0.0103	0.0014	0.0013	0.0014	0.0300	0.1367	 	1	4733.0454N	00735.4638E	293.1	1.06 	8 	0.00 	 	93%	no"
"06/30/2017 09:32:08	 366	0.0153	0.0042	0.0334	0.0032	0.0016	0.0076	0.0246	0.0493	0.0121	0.0016	0.0266	0.0482	0.0012	0.0012	0.0014	0.0000	0.0875	 	1	4733.0559N	00735.4687E	293.1	1.06 	8 	14.59	 	93%	no"
"06/30/2017 09:32:12	 367	0.0153	0.0036	0.0097	0.0091	0.0018	0.0062	0.2125	0.0352	0.0107	0.0017	0.0162	0.0104	0.0014	0.0012	0.0015	0.0000	0.2176	 	1	4733.0692N	00735.4712E	293.0	1.06 	8 	16.59	 	93%	no"
"06/30/2017 09:32:16	 368	0.0161	0.0051	0.0211	0.0041	0.0019	0.0074	0.0752	0.0376	0.0053	0.0017	0.0135	0.0060	0.0014	0.0013	0.0014	0.0363	0.0972	 	1	4733.0817N	00735.4737E	293.1	1.06 	8 	23.34	 	93%	no"
"06/30/2017 09:32:20	 369	0.0170	0.0085	0.1143	0.0024	0.0050	0.0233	0.0149	0.0299	0.0219	0.0022	0.0258	0.0055	0.0014	0.0015	0.0014	0.0000	0.1277	 	1	4733.0991N	00735.4778E	293.2	1.06 	8 	24.01	 	93%	no"
"06/30/2017 09:32:24	 370	0.0165	0.0043	0.0857	0.0029	0.0016	0.1012	0.0162	0.0533	0.0470	0.0014	0.0442	0.0060	0.0012	0.0038	0.0014	0.0000	0.1588	 	1	4733.1244N	00735.4630E	289.7	1.06 	8 	20.02	 	93%	no"
